,rid,buyer_account_id,buyer_account,buyer_bu,buyer_bu_id,survey_client,client_responsestatusid,client_responsestatus,link_type_id,external_survey_name,fulcrum_responsestatusid,fulcrum_responsestatus,internal_survey_name,marketplace_projectid,marketplace_project,mid,parentsid,pid,respondentsid,entrydate,lastdate,session_loi,id,name,supplier_bu_id,supplier_bu,link_type,supplierid,survey_country,survey_country_langauge,survey_ccpi,survey_HASH_status,survey_SCCB_status,survey_https_status,project_manager,pm_email,survey_qcpi,surveyid
0,6819556b-4eab-3fa3-481f-be8edbf5716e,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,6819556b-4eab-3fa3-481f-be8edbf5716e,HK314318089,15fce28f-1ad0-4323-b3e3-f86e2cca2c9e,2025-05-06T00:18:51.959Z,2025-05-06T00:35:09.338Z,16,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
1,681958d8-8a29-b66d-acd7-8a35ebc15416,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,681958d8-8a29-b66d-acd7-8a35ebc15416,HK988258530,8845dcaf-9a05-49c0-a68f-405cd0fd7a5d,2025-05-06T00:33:28.435Z,2025-05-06T00:41:55.594Z,8,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
2,681958d3-289b-5104-da8e-2829e44b4aed,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,681958d3-289b-5104-da8e-2829e44b4aed,HK425028401,f371d6ed-60ff-46f6-9e94-57719cae929f,2025-05-06T00:33:23.27Z,2025-05-06T00:42:28.088Z,9,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
3,6818d7ae-2ed2-bedc-6273-56182f006b09,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,6818d7ae-2ed2-bedc-6273-56182f006b09,HK818749383,2f37851b-0ade-4803-afb3-8149c9146167,2025-05-05T15:22:22.351Z,2025-05-05T15:38:18.751Z,15,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
4,6818d729-cad6-4150-66b2-156d2c2e199d,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,6818d729-cad6-4150-66b2-156d2c2e199d,HK113811239,697362ca-0871-4644-beb1-c993dfc91b83,2025-05-05T15:20:10.045Z,2025-05-05T15:38:23.692Z,18,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
5,681907eb-5a0e-6018-eb14-8e70e75317e1,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,681907eb-5a0e-6018-eb14-8e70e75317e1,HK709872860,78435011-23af-406d-ad71-210f193618ca,2025-05-05T18:48:11.675Z,2025-05-05T19:09:39.492Z,21,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
6,68190993-3500-bcc6-ada3-2379e22ef721,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,68190993-3500-bcc6-ada3-2379e22ef721,HK679844516,8a1419d6-910c-4a3a-a2af-674f2601211a,2025-05-05T18:55:15.883Z,2025-05-05T19:12:28.387Z,17,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
7,68221075-7207-b61e-f980-3e09529679b5,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,68221075-7207-b61e-f980-3e09529679b5,HK972744900,9dfe019d-69e6-4b8f-8b57-1db32e14d180,2025-05-12T15:15:01.638Z,2025-05-12T15:30:39.951Z,15,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
8,682217ad-60c7-553b-5be5-3ffe50cb9fb5,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,682217ad-60c7-553b-5be5-3ffe50cb9fb5,HK524852172,eba22664-c5aa-46b7-80c9-2e1a63d312ab,2025-05-12T15:45:50.118Z,2025-05-12T15:53:08.8Z,7,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
9,68196a84-583b-3447-d3b1-906c6ba9d2da,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,68196a84-583b-3447-d3b1-906c6ba9d2da,HK905625075,fe1d94eb-d9c8-4d19-92ad-f272c1f47063,2025-05-06T01:48:53.201Z,2025-05-06T01:57:58.759Z,9,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
10,681969a0-8d6b-2ba2-583e-41da7d748cd2,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,681969a0-8d6b-2ba2-583e-41da7d748cd2,HK548158998,f3e8877f-759f-4187-97a8-580f634a6dd2,2025-05-06T01:45:04.237Z,2025-05-06T01:55:24.818Z,10,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
11,68196104-84a0-62ff-0863-d5896e1d26a5,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,68196104-84a0-62ff-0863-d5896e1d26a5,HK137715314,f2b7f2df-a7d5-4fa5-a49b-02ef5f02be04,2025-05-06T01:08:20.646Z,2025-05-06T01:29:55.418Z,21,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
12,68195fda-3e1a-4a81-b11c-34d3d577a365,1,Lucid Marketplace Services,Services Beta Migration - USD,3250,Fed Hashed v6,10,Complete,1,Fun Survey!,3,Client Survey Entry,CX-178189- HK Investors Quest- CPI Increased ,28478805,CX-178189,,68195fda-3e1a-4a81-b11c-34d3d577a365,HK188168514,a23ff342-3ae5-4ed5-85d4-155f47aad641,2025-05-06T01:03:22.933Z,2025-05-06T01:16:44.615Z,13,2076,Quest Sampling - OTC,3293,Quest Sampling - OTC,Targeted / Standalone,1828,Hong Kong,Chinese Traditional - Hong Kong,7.42,TRUE,FALSE,TRUE,arwa.hamid@cint.com,arwa.hamid@cint.com,4.5,64014018
